friends_count,repostNum,followers_count,weiboID
269,0,36,3903222609769789
512,0,69,3903412120516559
27,0,81,3903754564450183
480,0,4570,3903272613956437
124,0,75,3903303555584313
187,0,40,3903219392348173
485,0,494,3903217408900180
973,0,783,3903198790291411
194,0,39,3903183669420848
28,0,1,3903183078215741
52,0,334,3903151130614299
30,0,1,3903104720042101
1,1,0,3903237532845861
24,2,2,3903219652575140
191,0,24,3903101826608785
51,0,1,3903285037508954
75,0,4,3903266557658170
150,0,3,3902909634535439
115,0,666,3903435760053260
81,0,11,3904739710200492
1914,2,1635,3899353896498821
225,0,343,3902522621907583
118,0,11,3904432116865617
35,0,48,3904661398941090
376,1,131,3879004694272109
477,1,736,3877998564304050
571,1,549,3879335809071681
66,0,15,3880573766085578
95,0,5,3884898529609601
58,0,8,3903744376630563
34,0,832,3885886167278742
1845,9,136970,3902647608730304
155,0,348,3904087039243546
6,0,2,3898524594625392
28,0,19,3899417649802833
169,0,83,3885880844735725
1353,0,4161,3903937004229818
1968,1,5373,3898471818009765
330,0,145,3898165193228972
1334,0,976,3899217514418130
86,0,26,3885214768132237
1968,2,5373,3898471574629536
17,0,3,3889433163958341
231,1,36,3897849513318851
165,0,24,3898164912260222
412,1,71,3903766694681581
68,1,250,3897448147840847
184,0,532,3885855573295154
67,0,480,3888729926240253
2003,0,355,3898149577918665
69,0,7,3899041622686750
92,1,8,3903743508293446
175,0,62,3897432213301700
187,0,108,3885652347577667
46,0,7,3897831775749303
122,0,429,3885211881874517
1549,1,1039,3898303945425839
46,0,21,3898117612992216
192,0,821,3897392095012179
449,2,216,3885544650286189
37,0,4,3885202637977742
259,0,407,3887734131115240
78,0,45,3884939278285754
419,0,48,3898888635299659
19,0,8,3897379826625300
111,0,2247,3897806815032599
92,0,22,3885320686751319
34,0,7,3898290569392013
208,0,203,3903713972581449
95,0,30,3897986063288796
893,0,3783,3887024823694041
14,0,7,3897683759060877
472,1,475,3897241599734259
207,0,40,3885200675512275
123,0,634,3898668367417521
334,0,1223,3884925747387947
118,0,1002,3903666224010354
129,0,76,3885280966452358
467,0,25,3897613285612797
1861,0,775,3898245749651296
319,0,49,3897963992936670
1594,0,2158,3898662210459885
2001,0,574,3897601709133132
483,0,77,3886608791288748
69,0,34,3885194995846081
98,0,91,3897950260086562
297,0,2041,3897198401726623
143,0,138,3898640089583648
232,0,106,3884921841796244
60,0,77,3885192177895434
49,0,40,3898227209798574
240,0,34,3903655025139584
533,0,668,3885253783003312
157,0,425,3886581007883769
135,0,35,3898615556889102
84,0,16,3903627092007890
1,0,14,3897177069650962
258,0,130,3902990828281345
208,0,24,3885186326363920
407,1,390,3897932250094469
593,0,18,3886522887409311
326,0,86,3896738308300751
83,0,20,3898222659310756
162,0,32,3885167813228030
62,0,4,3898602433099607
59,0,7,3885249651795104
50,0,4,3897544025656175
63,2,31,3903404466595087
116,0,16,3886373394039922
186,0,32,3898216699171598
116,0,4,3885235928074732
160,0,26,3897894941960721
26,0,13,3897497254744539
85,0,119,3896415845400283
457,0,378,3903351408014062
295,0,31,3885094240942581
116,0,184,3903292067333373
131,0,69,3897492816540086
99,0,264,3885899038907249
499,0,208,3898176798606583
94,0,60,3897857469885834
198,0,366,3896339630790425
321,0,20,3884964946829963
62,0,2,3884800169337338
221,0,155,3884394882724651
76,0,26,3884798084700054
259,0,40,3884363072536566
102,0,34,3884759061412721
509,0,513,3884919292316165
75,0,7,3884359075922858
715,0,1123,3884882780459579
171,0,211,3884857652639871
22,0,2,3884751306352611
192,0,50,3884193874299223
731,0,42,3884847309279836
142,0,224,3884730522849680
109,0,276,3884173313692381
490,0,37878,3884845543564376
730,0,258,3884694154682122
575,0,97,3884170814100975
818,43,97815,3902693132759972
96,0,5,3884840292668183
241,0,168,3884685019043389
577,27,1595,3902816588207578
363,0,316,3902638791696736
111,0,443,3884157870883446
96,0,5,3884840015470975
190,0,70,3904097922851215
288,0,171,3884036432486247
114,0,59,3883666499189234
56,0,9,3883624228786725
361,0,80,3884541691042665
592,0,924,3883594369553968
137,0,60,3884464557695864
426,0,260,3884463924683201
1090,0,199,3884449785572438
225,0,46,3884427057124059
236,0,177,3884401052432638
494,0,130108,3902881201509041
244,0,107,3884123053874621
575,0,301,3884824517049366
95,0,236,3902666318637561
24,0,20,3884587073688742
585,0,265,3880833402638396
119,0,727,3884399348787302
107,0,27,3884397184512870
2914,85,359441,3902698128532488
3046,35,381609,3902876797222195
429,1,476,3902922712313363
361,483,197313,3902921215279177
2149,0,12676,3903786684270943
377,0,9249,3902658266427553
776,10,59348,3897979658779470
337,0,6685,3897229745706012
625,0,3093,3885270514135120
975,0,568,3885212959912676
434,0,36,3903666462991585
709,0,395,3903363915481841
47,0,7,3903778815839084
546,5,33,3903743231474753
172,0,37,3903004132163451
108,8,9394,3901885133695866
42,0,1,3903200572476759
467,19,2219,3903366578804945
1113,8,188198,3902984028704178
40,37,15,3903179055631767
462,77,3599,3902949518567361
1242,6,758,3902577789485951
391,0,144,3902889267679122
1585,3,1730,3903016673418092
99,0,519,3903272836608208
54,0,51,3903081990972311
433,14,163,3903046189249316
175,0,3538,3903312640745971
71,0,31,3903002445892185
61,0,36,3902967923438693
164,0,8,3902952266183723
53,0,6,3903200694591026
57,1,151,3903197082783855
91,0,6,3902950680224092
149,0,39,3902667036250190
61,0,111,3903178490145936
155,8,57,3903064018650577
124,1,53,3901963512590001
531,1,203,3902250847947479
83,1,15,3902819885045778
440,0,52,3902168979264239
789,3,453,3902322784182944
360,0,65,3903004245487263
406,15,66,3903070809540471
96,2,35,3903066216455220
2029,3,736,3903219375498970
2035,10,122218,3902874356103873
430,0,403,3903216318137461
92,1,244,3902504800276974
100,1,158,3901888011857339
1,0,3,3902203406182542
504,4,32,3902638485571402
96,0,48,3902672794893606
482,0,2592,3902935568115544
41,1,47,3902658420710017
415,1,230,3902565731011032
244,0,44,3902554460931899
189,0,12,3902695456707261
4674,85,5578,3902684165414293
25,3,46,3902665249389187
186,5,53,3902640922723566
737,4,384,3902618113785542
172,0,28,3902691384045437
265,2,57,3902895294676441
45,0,9,3902697197269496
45,0,219,3902323614744974
34,0,2,3902305483196069
530,0,216,3902253804691739
1452,0,636,3902905210272752
13,0,1,3902246683326955
2215,0,8208,3902903016250268
61,0,3,3902664058102273
1,0,3,3902203569574161
81,0,38,3902604398332510
501,0,876,3902129893257870
81,0,38,3902604243321566
42,0,19,3901958513340530
511,1,156,3902555950254413
667,1,290,3901917350345997
45,0,116,3902522449817189
100,0,687,3902514502199122
121,0,10,3901916511618050
61,0,71,3902467475683840
83,1,3,3902294297022423
318,0,141,3899795841959156
1991,14,5414,3892091291174002
899,11,1856,3902144493425616
102,1,23,3902153766516576
105,17,11073,3902097483021260
3,0,2,3901287827275109
173,0,4,3901652765895343
856,0,1458,3901847162909417
382,0,63,3901826078457954
19,0,3,3901612436908240
2174,0,3481,3901568224987828
1817,0,968,3901568133124508
105,0,13,3901445029716565
33,0,50,3901380332592226
44,0,28,3901867148737061
63,2,27,3901415053591236
300,99,4065,3901611308848309
39,0,12,3901535605740111
530,7,148011,3901613913962745
92,0,71,3899995877015355
150,0,25,3899992751919934
150,0,25,3899992714146336
135,0,44,3899980643185291
49,0,2,3899970627136447
2413,1,636,3901093664649030
154,0,33,3899968555258253
152,1,53,3880572889344969
45,0,8,3900780991690714
210,0,9,3880045523017722
159,0,3,3879636884763165
45,0,18,3877937516349116
83,0,27,3872836110143350
18,0,5,3900403211450696
106,1,14,3880396783095300
132,0,751,3899952562594962
353,11,28,3901364013076082
44,0,14,3901125419945300
99,0,39,3900529686274007
99,0,5,3882385450460859
145,0,29,3879791402811894
22,0,27,3879318914126297
150,0,38,3879028635079339
96,0,28,3878757972088254
209,0,3,3878663524784404
184,0,13,3878627093789533
1327,157,9635,3878567945313999
2,0,66,3880531156906344
39,0,41,3880502656071147
2001,0,3569,3880881837814495
118,0,102,3879839624654614
165,0,78,3880488777215823
1008,0,2569,3880868122429192
102,0,22,3880473266728923
103,0,174,3879793780595250
85,0,38,3880438541878666
58,0,11,3880824045099042
93,0,14,3879785555722160
73,0,14,3880413849953882
1689,0,672,3879765209646489
299,0,43,3880808001218290
2,0,15,3879749376265382
92,0,64,3880230474926534
59,0,3,3880806575559924
174,0,84,3879719105364488
326,0,54,3880214758959469
1861,0,775,3880756294018037
1996,0,1848,3879704412751285
70,0,4,3880579197663586
21,0,1,3880172497391442
510,0,465,3880571014932852
546,0,519,3879689921647650
17,0,2,3879688201843457
422,0,71,3879676986138289
83,0,4,3879446983081743
375,8,96,3879439404121786
50,0,6,3879390720969871
601,0,1551,3879127503195734
40,0,4,3879119638689370
436,0,883,3879116228998392
155,0,4,3879100752479307
22,5,454,3879093273943608
99,2,59,3879088957179608
126,0,70,3879076290668510
112,0,147,3879123690451633
2779,5,7239,3879065880800848
2209,3,1254,3879067902422290
6,1,2,3899951563776113
403,0,256,3899812615735436
429,1,1058,3899825772319850
538,0,456,3899988973016558
282,0,46,3880984170991978
242,0,94,3880964071999108
222,0,80,3880938520292223
2995,0,407,3880935278132908
937,0,481,3880906702151516
413,0,145,3881915889072993
55,0,47,3881867331898154
229,0,24,3881819093451123
162,1,48,3881674133717909
16,0,4,3881673256670712
118,0,9,3881527051694111
40,1,12,3881279583983961
801,0,1148,3891380100976035
314,2,1497,3891351017550781
629,0,618,3890739614204809
57,0,1,3884861779419644
13,0,1,3884164372015224
107,0,4,3884004338521043
60,0,54,3883426379286061
52,0,54,3900364136619219
151,0,15,3882607760610545
137,0,64,3900325050121211
102,0,73,3882596612131683
897,0,399,3900063699430060
15,0,17,3899975551204377
228,1,91,3895033159497208
293,0,111,3891452624584019
70,1,21,3891437881999361
61,0,4,3881934817788423
38,1,21,3891387692667577
107,0,64,3899917007094185
3398,18,9327,3895647831282037
222,0,40,3900090647088073
284,0,204,3899920006478178
121,0,24,3899761695943561
323,0,611,3899405453709460
390,0,1739,3899423220363116
5,0,271,3899538572222366
1864,1,1881,3899590849416695
29,0,15,3899424671187498
330,0,633,3899604338530657
404,0,397,3899645950073432
153,0,385,3899662082029692
262,1,184,3899730038104007
1624,0,4579,3899505500230446
1953,0,432,3899775437089370
71,0,10,3899946808043323
203,0,262,3899218659783640
85,1,25,3899086949986660
104,0,15,3899073935617462
190,0,171,3898919244831155
45,0,14,3898911129736072
137,0,2,3898896688634229
66,0,3,3885042155714612
1438,3,13664,3894851407791320
1438,1,13664,3894850325783170
1438,1,13664,3894850052876586
273,0,1340,3899250289185879
287,6,223,3898657109778753
208,0,10345,3881929458111862
181,0,215,3899655341194261
155,0,28,3899561058117718
151,2,13,3899430967676444
95,0,7,3899677914700264
116,0,0,3899479062983201
281,0,384,3899280685101365
1459,0,86,3877910769462050
14,0,117,3889860786160892
175,0,5693,3883734019729665
100,0,23,3890502246517346
36,0,181,3884105680474387
38,0,81,3885239157658504
161,0,2251,3889863742645954
259,1,2743,3884191684742563
38,0,7,3885524177547574
4031,0,1368,3896551397477241
526,0,190,3884571290984467
400,3,51,3887032700726922
188,1,104,3880204248629485
282,0,71,3878385711591961
72,0,2,3879183199031251
5000,69,93978,3897278152295092
1212,43,1314,3897091224523077
912,0,12741,3896485743384496
1924,0,7196,3895730529787147
56,0,11,3894553591640848
912,1,3835,3893558983588162
2135,75,49066,3894565712961352
1372,48,68319,3893796913975532
1364,328,53347,3892485220380856
45,1,44,3890937212648383
99,2,18,3880473556485820
114,0,52,3875561082350732
537,83,128,3888369291856270
111,0,16,3888172536736998
821,0,246,3857365705653141
46,0,2,3881445828994988
629,0,530,3887784873835636
232,0,157,3885284129408288
44,2,2,3882289111348957
5,12,8,3885780147368931
149,9,164,3883677794813454
53,0,2,3882757299827998
35,0,2,3882619005290022
4583,380,9934,3884378935693203
304,0,52,3884499446267269
60,0,119,3882012760710470
10,11,83,3884729260898081
319,1,167,3885289493881915
93,0,17,3885307005362166
117,0,48,3884578110444418
261,3,3096,3882404240219603
371,0,44,3885300877473987
68,1,41,3884487669017132
1563,46,401,3884357200260461
388,0,116,3884719391664443
62,0,71,3884738340891023
46,0,12,3881117809218556
895,24,14121,3882760105689022
219,1,61,3883410667505996
910,0,254,3883117867754836
104,0,204,3883467761217936
37,0,68,3883428707644992
84,0,234,3883438651757522
60,0,20,3883140311637037
877,0,303,3883491760451888
25,0,32,3883500610448316
534,4,308,3883637247843111
214,3,1420,3883391596324916
1441,4,1756,3882931024170987
1817,12,2603,3883082941505471
421,1,292,3883084741459794
2607,8,1367,3883094886862640
1912,2,12158,3883103179634255
57,0,18,3883048845928165
3422,41,209398,3883289074874215
3333,5,13853,3882964070780943
104,1,10,3882959335524767
577,0,360,3882780796421473
152,1,35,3882955053056202
1316,0,143,3882984531179611
1390,2,476,3883005892466991
1210,22,46704,3882986841360397
136,7,215,3882695186268124
2568,4,5639,3882876246684179
97,0,238,3875413975400503
728,6,328,3871195608788344
242,10,553,3881451239700561
118,1,31,3881853980871737
180,29,1011,3881606609355805
243,5,56,3881554374293587
37,1,1,3881632082069013
330,2,924,3881824969472064
15,13,5,3882015050617164
109,9,98,3882052510619368
52,21,13,3882044851412190
657,8,156,3882135687792618
104,0,35,3876073978473655
46,2,1,3881711596904602
751,3,1349,3881693872223910
52,7,60,3881601659984083
412,1,125,3881238936634039
871,3,342,3881536757595658
273,0,265,3880962755016402
1751,0,1496,3879424590586509
154,6,68,3881638784088552
330,5,924,3881825355522735
576,0,387,3881674108938535
168,8,31,3881131155514804
175,2,36,3881182070456943
458,32,1038,3881133127746133
291,7,1408,3881520143669144
211,29,1934,3881161644650964
333,6,6575,3881294704330118
1788,13,75361,3881461905726653
5,1,11,3875561271324091
7,0,242,3880433156857017
223,0,86,3879391287392761
234,0,242,3879356570631685
463,1,3932,3878738477509595
1964,140,6814,3879458647581888
4229,1,171410,3879403564300586
337,0,200,3879100298902334
50,0,82,3879475404064023
49,0,181,3879501786027721
141,0,54,3878884292226878
48,0,46,3878201816476139
74,0,24,3859943201871962
9,0,4,3879333653125384
83,0,392,3879112348934682
4583,248,9934,3877576583612705
59,0,10,3879044355156987
81,0,49,3876221861030447
3363,55,10619,3878417529705741
160,1,114,3877819693838578
60,0,22,3878729522305482
29,0,53,3877940578017527
1519,8,1966,3877391489658244
1519,0,1966,3877390147644257
47,2,2129,3878255163713133
24,0,2,3877941743798869
120,61,113,3875905506419603
288,12,781,3876048745760067
490,13,120,3876107448917860
174,13,1036,3876191452655884
197,1,39,3876210084178755
2077,105,5329,3876071525493560
161,7,179,3876047924203258
578,2,3985,3876135944945223
99,33,132,3875687104731882
288,36,781,3876049026400120
1392,3,1972,3876107855907891
64,22,163,3875399823553725
267,8,1007,3875776275797650
215,25,117,3876069222267328
218,7,36,3875654220903964
1269,297,26472,3875894651622698
467,6,56,3876035306889097
147,12,27,3875681698421261
64,1,67,3875755345482627
133,4,178,3875715206811529
147,23,340,3875752690454043
0,4,20,3875686505082714
1515,40,1373,3875684562753302
485,4,12452,3875715768794924
167,12,41,3875745178805432
615,3,894,3875571648336899
83,13,125,3875691953025731
49,5,15,3875736416470800
1190,14,145,3875843652604471
200,43,2645,3875507492059656
48,1,129,3875746273373234
90,12,606,3875502072355885
2314,23,244944,3875832579900754
97,12,272,3875682184887734
199,19,689,3875516605728205
403,12,995,3875559946043613
1874,2,1626,3875647929811054
371,0,64,3875678447374305
309,70,4772,3875505717727722
30,0,3,3875617206246737
294,10,2904,3875549279621488
1148,15,9942,3875542899960139
192,23,713,3875489435339785
1968,25,74318,3875558502722873
385,0,230,3866819960061263
74,1,42,3875318362597794
1962,0,652,3875325023338963
116,6,19,3875403846057422
251,0,179,3875309516116714
337,0,1190,3875226074852752
279,5,15380,3875361064971499
2020,7,34141,3875363988419386
292,6,217,3875386758576031
542,34,84674,3875323818835629
668,309,510,3875401912564957
209,9,168,3875479309784608
67,12,45,3876428627725140
199,9,150,3876092223474708
369,22,64,3875565021306191
94,6,13,3875293619825457
113,5,93,3876511239520703
545,160,1543,3876398697999845
90,23,4465,3876386429248748
11,46,88,3876455689641792
828,13,434,3876477734581478
4,13,154,3876252475658106
941,12,40282,3875412994245954
132,104,364,3876173644295919
33,3,6,3876417659906292
589,23,650,3875657350186689
78,8,328,3875449145300653
70,2,21,3875669048428277
93,8,39,3875667537995792
298,13,418,3875517537605434
127,5,82,3875792595279618
442,16,587,3875681047680665
119,20,10652,3875502873733609
66,10,495,3875734777442426
198,6,256,3875695077464966
82,9,40,3875739990891773
430,51,1264,3875715663462041
166,7,22911,3875713176192850
214,38,48,3875752548080022
109,23,26,3875734684221093
207,13,568,3875682813253111
170,14,2104,3875797494289568
146,19,586,3875651943292019
247,4,10728,3875690186875345
182,2,65,3875749691973208
326,11,629,3875704867310985
182,65,65,3875749624841683
185,1,296,3875779856977413
330,27,313,3875662438271100
232,21,1108,3875495261756701
293,15,1168,3875667944602737
197,27,168,3876216915945730
199,27,112,3877136546827055
2000,0,357,3871139203735237
245,6,25,3876029745610074
173,0,151,3875688861893570
947,67,394786,3877488713791764
398,2,171,3877554018807552
143,1,135,3875648487769269
18,6,42,3875690527106759
215,3,212,3875724249019924
225,5,197,3875864909388747
1435,66,23292,3877456081309246
194,0,281,3875564014022051
38,0,70,3875730032919144
665,2,259,3875678430328269
357,0,882,3875195565744477
110,3,22,3875691088685698
505,29,75801,3875703441191564
1008,0,444,3877513429825914
343,0,202,3877139033894875
100,0,177,3877506786943583
356,0,1963,3877503502331856
1450,2,3849,3877489531458158
464,0,6395,3877487949690199
777,1,747,3877487865999149
2960,5,49714,3877503326513829
1476,10,3857,3877530761185867
36,0,4,3877486817360674
224,0,289,3877528466870720
25,0,101,3877108025679469
71,0,55,3877528009189573
257,0,139,3877467393146575
124,0,265,3877502159868919
273,0,751,3877523186751814
61,0,33,3877478613178268
340,0,190,3877483487045785
90,1,97,3877477766061614
1952,0,450,3877496095227696
255,0,74,3876944133519393
2003,0,1056,3877553766530850
218,0,19,3877476905983214
431,0,112,3877540911264780
25,0,36,3877495528999310
1387,0,550,3876936973420823
800,2,658,3877476515894977
1676,3,40523,3876916526527466
70,0,2,3877536100245772
362,0,1144,3877495503377544
451,0,71,3876899409170309
11,0,2,3877535794053900
1171,0,703,3877476423553614
130,0,13,3877522444109942
147,0,4,3877482786271426
227,0,35,3877559886852203
26,0,8,3877475702867657
1885,1,498,3877535248553910
38,0,2,3877559080618680
251,0,78,3877465400999641
117,1,4248,3877522141798642
708,6,1404,3877462607904461
285,0,19,3877534707522002
64,0,9,3877519377663871
505,0,205,3877482488836404
245,0,137,3877534116512045
206,0,98,3877423177243653
688,0,8,3877519356855809
115,0,19,3877534061941316
1989,0,2140,3877480924761747
160,0,51,3877493922892687
33,0,14,3877557566847320
84,0,6,3877242801160496
2095,2,2434,3877516668544531
786,3,176,3875794662759683
173,7,77,3875874749068536
214,2,32,3875694054163740
145,1,256,3875691931721832
217,2,1051,3875751898612043
93,0,484,3875691701092993
196,1,1329,3875498444368031
511,0,45,3875720897892435
59,6,24,3875722227937858
85,13,304,3876112603608651
44,1,17,3875868612860645
380,1,3392,3875535803296992
207,0,78,3875757715621305
275,2,8542,3875708470616242
265,0,47,3877126790517826
265,0,47,3877127093171993
116,0,7,3876952760888026
95,0,637,3877181992029254
287,1,237,3875689222411627
155,0,26,3876177070087539
28,0,130,3876248499692429
274,1,79,3875689025715353
74,2,21,3876777107638391
222,14,71,3876902038707710
60,28,19,3876895797598559
1698,43,8316,3876441093079640
487,16,415,3876549952832110
542,4,1212,3876868006802165
540,5,7172,3876817989985902
105,37,5980,3875818192918276
86,12,8821,3876783465865351
95,0,27,3876777652422121
1186,2,1295,3876923711029629
638,42,105932,3876749933241346
671,6,58,3876927305195244
31,8,4,3876190710677777
342,7,1799,3876778978384009
51,0,6,3876858678150850
114,9,53,3876767456039665
311,2,12417,3876289733405687
311,5,225,3876432679281554
241,0,134,3876790542458635
809,1,1096,3875727348653795
158,12,39,3876428921314682
190,9,88,3876436831958312
126,11,1406,3876682055856024
156,2,9288,3876577714243706
684,0,329,3876819852099906
103,0,22,3876810998151804
40,1,1278,3876844921326318
2,0,4,3876836595013411
63,20,65,3876168467493542
201,1,481,3876634308026757
76,9,55,3876768899031796
12,0,1023,3876095730369954
522,2,1164,3876799476238038
2819,0,2409,3854598190561793
103,8,7,3876104416319591
422,2,1416,3876152600591179
218,13,228,3876627765352186
928,0,159,3875801017313355
26,1,75,3876578280513082
168,0,95869,3875708340544406
390,0,1143,3875181137250692
1197,15,49949,3875882575992033
1106,0,257,3875881136716527
497,0,141,3875873637732692
38,0,1,3875848631124133
34,0,31,3875838338588205
133,0,76,3867073057300640
1326,0,4453,3876779704076647
1525,5,4362,3876562786736872
1049,0,388,3876217134433038
279,0,102,3876161530579579
410,0,345,3876102923579029
36,0,319,3876100210332839
909,0,132,3876093523791740
357,0,246,3876792559511334
22,0,52,3876036846656117
1439,0,414,3876782925029499
835,1,224,3876000829844616
97,0,50,3876770480957987
100,0,4,3875928772197634
113,2,368,3876759512625313
344,0,61934,3875321424102427
152,0,4,3875320207391950
140,0,69,3875319456491927
160,0,260,3875319016109181
4172,0,3790,3875318052361884
727,0,841,3875315971143838
3072,0,850,3875312275888548
291,0,263,3875830076093119
230,0,45,3875312687644646
1040,0,45,3875312725077612
589,0,296,3875447534345079
990,1,60918,3875324263418888
109,1,135,3875313203180128
40,0,5,3875485383492550
210,0,133,3875765168773328
205,0,311,3875869799830921
204,0,30,3876531414075392
41,0,6,3876605954650371
41,0,6,3876606651046980
41,0,6,3876607149822933
95,0,83,3849977510217256
205,0,231,3849969507611640
735,0,282,3875321709343846
