friends_count,repostNum,followers_count,weiboID
1678,273,11604675,3880743736353832
460,1,75703,4001422011663549
84,0,3632,3858608196651424
245,0,7247,3768418899487506
452,0,11117,3997982179662825
234,1,35771,3753640537564222
2124,81,5628008,3716559861861443
69,4,4469,3731032475836943
280,1,136789,4009817103996045
460,1,75703,4002215687943445
637,27,810706,3885472113560563
1414,8,349472,4010309393840312
34,6,222676,4009916815265368
329,0,188954,3747740582288596
607,2,8418,3585143287960509
1629,204,44902472,3689722159042933
1216,0,20251,3783371303887308
1145,3,135177,4009960046487092
962,219,2164107,4009476715719050
995,88,5644,3685487291849484
295,1,138539,4009472433269724
477,11,86507,3955547135016085
143,1,22297,4009607829139359
74,1,3077,3387975088144903
1245,3,1290338,4009922147104684
1896,1,62628,4008734122970613
445,3,799411,4009768093374644
775,41,21027458,4002311010798919
37,0,55804,4007209723363205
731,0,143993,4005623714853111
182,0,4132,3732643696455144
940,3,389421,4009420990290910
90,0,1678,3809359601925825
348,13,1470733,4010226653001743
1631,967,45001280,3798468881442244
147,0,1006,3446236743236389
55,1,3962,3768891430276586
630,1,126926,3849032353294989
1977,0,113147,3980783012489945
446,0,37959,4004328626492435
220,1,177631,4005440092627194
118,2,100233,4010238228731368
843,0,8577,3841253412543949
627,0,50803711,3943790659724662
1660,0,28591,3521988377383483
454,0,867,3377178557808664
21,0,528,3641647315793818
270,0,379412,4005082968765113
1224,0,66043,3913832130819154
494,1215,12281037,3965944873630816
1766,0,4090,3924994754737830
1110,5,946123,4009784418492906
180,0,275276,4009769142695419
180,0,1900,3848910902798903
651,70,633967,3660610531119136
1966,0,10419,3874213918484202
560,2,52869,3736224214433658
468,0,6889,4009885026777464
303,5,342658,4008512990004639
768,0,4999,4006864800193979
371,361,24442152,3735537908719341
1653,2,67032,3644860491654365
454,0,9030,4008646377478361
1433,1,13364,3990208980362422
87,0,3266,3688197882059543
84,0,3632,3857501374565346
1234,0,337163,4009516419017196
1010,3,3542,3531044340495779
378,0,3621,3687245800084310
327,2,552283,4010133975309741
1126,21,6250095,4010231689966583
613,0,12088,3877979895140306
513,1,48153,3877190049307837
242,0,8183,4009033797723968
242,2,8183,4008664665304994
590,6,8179,3680332312514983
1058,0,277201,4009772229769987
406,26,4237,3835428119971884
154,0,3325,3603592021902854
439,0,501909,4009819465263871
540,1,1434,3694493410337037
180,3,275275,4004433245370301
920,2,1655123,4010292519718361
1956,47,47848614,4009885299589654
901,19,281579,3946455699619471
220,0,177632,4006557048066348
952,91,1409975,3631478002941305
181,1,1136725,4009896582076651
2101,16,29998,3816664439272134
240,3,52707,4009567308486976
896,0,133710,4008827583998356
315,1,444675,4009056786595964
2482,0,18470507,3783327812963970
448,14,512772,4009140915268445
774,0,23753328,4010141093408676
66,0,2610,3732564453590494
38,1,16536,3866981461853220
348,19,1474350,3647081593719630
69,4,4469,3727428893297718
106,0,1030,3605403612885325
515,9,205479,4009499360707773
608,1,34609,3769185194620307
270,0,9728,3517289293114272
156,0,45374,3473103768253280
489,0,788,3969604395173091
234,0,7800,3610866983217641
1088,0,39627,3902205671151822
64,11,8710,3764171038927252
1737,15,1177424,4010216926133386
343,0,11040,3986310123620744
1668,0,8137232,4010191772860014
1833,12,331659,4009499897682140
117,3,156496,3990043821306157
84,0,3632,3857545434821623
422,1,38797,3999953489627075
124,1,8459,4009121915417537
109,390,2647,3668777813697086
972,1,240959,4009776935878904
109,2,461,3724674267215017
21,970,296474,4009386597303756
427,0,10301,3905778727580715
173,0,7612,4007212038845925
184,0,39822,3927882139123965
883,5,903,3526823474094484
598,0,7560708,3986085342085879
504,0,83181,4006494561219515
2450,0,5901617,4010171292285458
50,1,507,3930399497882742
143,0,5313,3473170483259014
512,0,6365,3836638759339806
706,2,236674,4010174287682366
854,4,329350,3948992460711001
308,0,5559,3997070177910502
790,0,13557,3949299073275693
113,0,35716,3963021741000802
182,0,4132,3918803668794919
1055,6,98283,4009791163091508
433,2,110148,4008769870215547
687,0,11667,3730446740993754
536,10,170617,4009491814430619
180,0,9015,3918951077577339
272,0,18366,4009119276937648
468,0,67133,4008389573077468
515,23,9064,3971781528487174
1611,0,24736,4002545665490763
630,0,50808441,3428621739763024
1500,14,10404,3892368984168071
571,0,173584,3975811176611245
165,0,3495,4009727694129712
37,0,55804,4008669660607331
98,0,5393,3681817398098820
319,0,4891,3682531939293780
370,1,25719,3750746698317673
211,0,58729,4004709738593315
467,0,4559,4009142006482755
1291,0,5525,3669979402554100
1074,2,60528,4009778617770128
156,1,45374,3476561090749022
1393,17,155895,4010200702961117
91,0,6286,4008735049250757
972,1,240959,4009160838617761
1365,0,88876,3890160422622424
1028,0,530424,4009555602480485
384,3,403641,3975677223489029
896,0,133710,4010141303204448
2248,191,7544880,4006502559202888
248,10,2459,3477139934040211
1053,1,87070,3976765921354025
315,0,444675,4009786250772510
156,0,29018,4008740304243207
378,0,143870,4006865937316978
931,0,6206,4003666018797895
52,0,8265,3773623908960292
1833,17,331644,3848578277841170
634,2,2321,3722815477918652
117,1,1850,3846410103328530
1887,0,516556,4008324871838990
293,6,178785,4009507417495649
410,0,6759,3816667329131719
2002,6,30814,3841642043962363
1208,1,4710,4006229489724266
312,0,480770,3956133481652075
930,5,268911,4009609012348251
596,1,9619,4009380673873082
810,1,595891,4007612981159373
862,12,141264,4007289754588457
495,0,1661990,4010239236363052
272,20,21395,4008086307703855
1668,374,8137235,4010073908460334
272,20,21395,4008086307703855
551,1,1815896,4010080691092053
793,18,1245737,4004693383891560
936,0,50977,3976445552103587
371,1,24442007,3593202826943963
1634,202,45031037,3760434634951834
855,6,399674,3720589795467986
186,0,116465,4010174160647107
608,0,34609,3831838311406824
221,4,386,3826400190960221
524,4,379652,4009888424309795
931,0,302549,3566221909717376
145,0,3766,3359638517383399
378,2,258684,4009063195191609
166,0,920,3821684585141855
597,192,7567393,4010161943452474
1616,0,2087657,3983830283183962
1584,0,36757,4007780111269242
391,0,59847,3806842574760420
651,5,633967,3661143165495407
406,1,15922,4007686116632263
425,0,20310,3822474460366383
687,12,786840,4005444248852813
1309,0,14573,3994534436325837
52,2,2015,3983730492726279
916,0,872,3834030988672221
1109,6,388480,3657556607704937
800,5,417612,4009171450067963
740,4,2513675,4010249591366239
166,1,45501,4008323805656405
1365,0,88876,3802122619145593
560,0,52869,3736254363277248
433,1,110148,4009500971640252
452,0,11117,4008126036688555
958,0,124943,4009734333611094
427,1,10301,3727155277916205
37,0,55804,4007574317802495
774,0,23756101,3942817392790072
895,0,72846,4010268277228971
1630,279,44991467,4006099453153126
225,0,556,3990904979585860
276,0,1694,3585445608831596
1629,1644,44954855,4009222498450037
138,1,7627,4007685546427470
687,1,1648465,4010269434808433
109,0,2647,3643490934021925
3921,0,13389598,4010129953017000
151,1,6234,3935455588341650
573,196,22282773,4009518523949641
450,2,11468,4006991334851472
321,0,224057,4010116073947673
597,588,7566538,4010146134717107
212,1,51020,4010125989551315
450,1,11468,4007352464492551
248,1,2459,3446970507164444
93,0,7032,3985470280727678
147,4,1006,3451892388947800
693,0,130267,4006495819706170
2083,23,297356,4010111981033135
286,0,3037,3715875670629142
894,1,237685,3948637710660459
774,16,23754852,3879289839713800
1126,63,6250184,4009573348798310
159,0,4565,4010111154195038
1500,2,10404,3896358727820549
69,3,4469,3728513854954466
169,3,403876,3833708178348731
288,0,6132,4003671840966102
352,0,33968,3925339442923676
646,4,274178,4009383887224737
253,1900,1764359,4010100596910713
121,1,85,4007660271547494
195,0,91264,4010124349133347
362,0,2903,4003982873104378
1987,7,1788551,4009733901419524
113,3,35716,3952905281235377
321,0,224057,4010117638434048
2030,61,5193614,4010171548372869
422,0,38797,4001798287243971
216,0,17722,3880058772656062
51,0,3032,3707904857023350
117,0,215946,3430079042906572
77,0,223,3569808803354391
579,0,157010,4010146071507963
799,0,3340,4006495039270103
336,0,18107,3723186694739914
340,0,108215,3991017914724078
201,1,2318,3720208155817923
1189,0,76472,4009582081027942
117,0,1850,3928306627844538
489,0,788,3965633340857511
329,0,1430890,3921075236627778
280,0,2992,3806198501853894
338,0,2529,3358198318835981
263,1,11556,3809103002494533
353,0,17076,4009031393130309
240,4,52707,4010186387896885
277,0,1297,3651108805285986
195,0,91263,4009845218160571
1935,0,1385282,4010329211752682
299,0,12557,3401394332084904
962,63,2164106,4009582407777261
377,0,228246,4007562284864057
153,15,84056,3751049909079357
191,0,82113,4009878009826129
1886,0,236239,4009410621168486
181,3,508,3925248875691986
883,1,63488,3823658575060428
43,0,7533,3864174000245624
2140,3,236737,4005887246886767
468,0,10836,4010299890017116
50,0,4897,4009136309790560
375,0,4696,4004711331818032
29,1,896,3571265710904757
1117,1,20893,3645573179936999
338,1,2529,3359334199446110
112,4,207,3958710508814115
398,0,37680,3971727941529587
242,0,8183,4009386295027488
855,3,399673,3684681029213358
209,1399,124537,4009382716701011
662,0,328939,3936733479984337
344,0,3364,3907873547419574
181,597,196908,4006588673476890
341,0,1866,3531941775652497
57,0,3559,3826462996325355
246,3,557,3926021361360568
378,0,3621,3686621222044529
839,0,2321,3598174352789539
688,2,11452,4010129613408255
190,0,5731,3594097996867207
3765,1193,1481355,3681566263452281
528,194,3022,3370376740151024
531,6,2126,3580041365697801
629,0,125892,3979326326065900
855,0,24004,4009461767575380
1208,3,4710,3780834513287929
597,1578,7572302,4009038892852293
790,2,13557,3960862266583188
1954,769,47845550,3878623255876057
1409,34,8963178,4010311076018795
1639,2,207521,4009499767172760
1245,0,1290336,4010193936916013
424,6,7529,3350290233566166
960,0,384818,4003339211280473
329,0,117449,4009760002963634
1029,26,5830573,4010216649859317
421,0,2190447,4009771151447549
344,0,3364,3914074049639646
899,1,6214,3627287201411920
962,0,2164101,4010151319183790
570,57,11281071,4010148135358585
253,1683,1776491,3796012311039649
1414,25,349472,4010328557996242
228,0,10033,3612783649775673
1846,0,18561,3691929239465499
701,0,9188,4003606833020423
1138,0,3060250,3996183595148190
194,209,589044,3587206025641523
43,1,13724,4007589190316256
205,1,1103,3441341424074606
336,3,18107,3666690539465835
442,0,26390,3950850848086699
177,0,260098,4006136736668496
608,23,34609,3791282440677162
1906,16,1989335,4009929217774257
613,2,12088,3842723746686268
162,1,74806,4009064176770576
439,0,501909,4009918874895248
38,1,16536,3879355615143835
1008,20,137599,3999278717821021
370,15,6836887,4010122487229409
1418,4,1416270,4010258089044252
439,44,501909,4009779959430357
496,0,42323,3999629668109341
774,0,23753344,4010041109101792
1029,49,5830598,4009953100063867
353,0,17076,4007613044221618
975,154,6562002,4010307687422200
166,0,920,3821688216664540
43,0,200,3663833169834173
839,3,84241,4010168876998565
147,0,3615,3637536352254419
483,2,187688,4005468453592647
289,0,16623,3981585328124769
960,0,384818,4005372257447590
340,0,108215,3992017920843308
1872,0,1223928,4009839325152996
181,3,1136725,4009936511870865
2001,0,106731,4009746812120640
60,0,19064,3994654850148465
433,0,110148,4008066854917908
230,1,621045,4010193937176826
1402,21,2217730,4010147615437457
1088,0,39627,3905391953616171
895,0,72846,4009862419540822
320,1,69372,3936291521292108
862,0,253038,3737042066331516
1872,23,1223928,4008752157501924
1616,1,2087658,3996468359151402
1159,3,6628,3804744583948671
270,0,379412,4009099396542254
154,1,3325,3621709917225179
221,3,108332,4009155327481028
445,0,799411,4009884397634323
960,6,384818,4001984736086795
906,52,406301,4007663404102160
596,0,9619,4010215097750711
1698,4,30159,4010135871791221
158,2,122063,4009510362006195
333,0,102848,4007588729075480
634,4,2321,3738505437787374
69,5,4469,3745179133124887
1028,18,530426,4009499611980715
807,0,548446,4010271074701873
427,0,10301,3829409318623317
858,0,382997,4009816327957570
270,0,379412,4007642252821186
329,0,384556,4008424297921915
383,11,20677,4007610477094460
442,0,47890848,3780385991641189
940,2,389421,4007669167562912
52,1,8265,3773630900766199
227,0,6314,3540181258490758
327,0,4200,4007213304961312
100,3,5565,3858016695138322
240,5,52707,4009778701390366
2003,2,42765,4008779504985155
153,0,84056,3751114517832219
295,1,138539,4009465135202625
286,0,3037,3726750117182136
439,17,501909,4006654867327751
263,0,11556,3809120694209327
466,11,959311,3857275238326814
887,3,1877169,3841954582576171
211,1,58729,3998557880849843
66,0,31287,4001817023154267
384,0,1607,3618808977292707
29,0,2306,3666647720445819
245,0,7247,3719903728638084
1956,1403,47848881,4006914851913187
319,0,90610,3836572291641753
229,1,118,3970624302663862
775,41,21021409,4010098181274315
571,0,173584,3925786597907691
452,0,11117,4004132454814444
1402,3,938101,4009401347869586
774,42,23754853,3879115226336506
117,0,1850,3910191730431856
329,1,483971,3983326354228154
710,1,757511,4009771646637608
1900,0,458612,3988741737232063
1446,92,13807768,4008686051502530
1216,0,20251,3783276705138156
108,0,480799,3922575980159426
1500,0,10404,3896437685548531
320,12,69372,3916365955828897
1954,736,47845624,3852132669590135
1958,394,47866410,3689747454654506
2006,7,157850,4009752532823039
266,0,123920,3569270447261329
1966,1,10419,3949261966474748
1685,1,25814,3806522239073683
693,0,130267,4006146974975764
70,0,1856,3562962998399964
272,0,21395,4008450528158542
149,1,4377,3657549531951069
1663,533,20091699,4010146184776612
467,2,75930,4006708391345704
207,1,71863,3993434798981490
96,0,1802,3670999314209852
536,1,170617,4010103340107401
228,1,885,3625628899088775
1220,2,1548,3450366329309777
270,6,86455,3999333055120973
744,215,139811,3742529109657667
366,0,31883,4007719012605142
329,0,1430890,3920012995862090
1900,3,458612,3999693539819256
289,6,16623,3983718110693835
228,0,10033,3613786814235399
560,1,52869,3735569307755729
212,9,62717,4010231152887435
236,0,4471,3578942345048300
1143,0,17602,4010148639426632
710,4,757511,4009870069897560
3,1,21520,3631164826559726
782,0,59055,4008118985293511
297,7,1128579,4010140598491126
263,2,11556,3698143562069216
111,0,2256,3522067993848553
620,0,28060,3986650889830374
515,0,9064,3905953088838155
892,0,176159,4010143823474346
391,1580,52846690,4006235839388550
76,0,9015,3532862513192140
901,44,281579,3951487719688820
1054,4,2033504,4009887602309603
327,0,4200,4009036375951006
856,0,63741,4004703665346770
182,1,4132,3740255985216166
535,1,63406,4010204540402270
166,2,29967,4010108637960506
855,7,399672,3687240196216176
386,1,922232,4007966766199449
925,0,66351,4009030882293945
976,20,72507,3996440780390868
384,1,1607,3648240177901324
1994,4,3533,3503145638131193
69,7,4469,3738649604156769
579,0,157010,4010146126538817
1727,0,2229,3950800344495694
519,13,3131831,4010229157142607
94,0,1431,3834840510169175
77,0,223,3553692383321111
989,1,97259,3999322452194345
295,1,138539,4010109006436940
299,0,12557,3401032413904988
356,0,56789,3689789431524275
807,0,548448,4010165617603559
62,0,828,3847529043560657
204,0,11743,3659775096949266
1882,0,53365,3887397932268259
599,3,941569,4009026192790022
384,3,131245,3863074849082545
542,1,140528,4010325840379632
630,3,126926,3844176682820318
1887,0,516556,4007718375766719
98,0,1965,3918586755791135
231,0,17809,3869253575067737
182,0,8128,3557297840221343
580,0,405589,4010148290911408
681,0,6398,3647462973489560
589,0,8597,3876551152388599
461,0,9509,3882779719055040
33,1458,5233145,3968848288412789
1276,0,191762,4005769785387694
350,0,79824,4006618049706975
124,0,8459,4009473066082752
108,0,446,3434634706881367
125,2,319960,3993172806050498
1663,1177,20091713,4010117919933523
259,0,2111,3786995891424811
1889,16,1389364,4009416577309764
329,11,483971,3981648347900748
69,0,4469,3724890521216318
776,0,181926,4009570701636518
1245,7,1290340,4009469161671289
450,0,4651974,4009565630448559
192,4,855244,4010127948224611
662,1,328939,3959121689174354
775,0,21021535,3649631038889258
571,0,173584,3976143918929603
143,1,5313,3451838546734746
55,1,3962,3768894126361325
315,1,444675,4010131433904876
95,1,1913,3558908100602275
843,0,155100,4010114593959651
190,3,5731,3596445523657888
775,12,21021412,4010283288596771
64,7,8710,3754106601025176
312,0,480770,3959786196643143
930,1,268912,4008679953186204
245,0,7247,3734712407037540
117,1,2574843,4010212891010638
155,3,78091,4010144587766873
286,0,3037,3723572067865603
989,2,97259,3999334334836802
336,10,18107,3738789065214919
180,0,9015,3793916132001178
1216,0,20251,4006924313592071
2076,26,2796262,4010243049045816
312,0,480770,3980783033197912
60,1,19064,3986932968738005
556,1,789982,3737436670429658
377,2,228245,4009420549734666
560,6,52869,3741819151982579
273,1,28027,3575967841047333
817,1,1692,3520348798179337
356,1,85152,4009425373250303
972,5,240959,4009212315354287
1783,2,40736,4009772691134810
628,0,33866,3954051114638311
375,1,144234,4009909324971400
1189,0,76472,4008891232552184
515,23,9064,3971781528487174
558,0,102652,4010235742104632
1585,0,32346,3849610931903625
936,0,50977,3976851149778548
14,0,582,4007247296607074
108,0,423692,4010223531947159
1378,2,6515,3909752134777273
153,0,2007,3889838070051906
169,0,27672,4002597540485301
216,4,12951,3569199315961077
1783,1,40736,4009028647023248
920,14,1655124,4010114019103346
77,3,223,3587306542291299
1143,0,17602,4009122880247987
192,2,855244,4008679416295802
270,1,86455,4004398742570044
216,8,962390,4001861532511912
185,3,967,3433333717387995
671,1,79202,3898565724148242
2030,91,5186381,4010208151535317
362,0,2903,4004773906596185
108,7,42274,4006945201214033
81,0,1020,3942372108444035
432,1,4849,3857542755101397
1896,1,62628,4006191942671710
166,0,45501,4009397221495112
98,0,1965,3923862578464394
332,0,110246,3499571998756139
796,3,1687612,4010133572985485
734,44,2735027,3946388507766591
272,38,21395,4008450528158542
2211,0,4584254,3564130462099430
1234,0,337163,4004316790808640
883,0,63488,3823954449630481
309,7,333009,3892734550673637
874,9,1005204,4009889212569171
180,0,1900,3841606308728661
350,1,79824,3995769834550534
180,1,8168,3595622567706609
190,0,5731,3599172987128141
423,1,27377,3826046979327655
671,0,79202,3906143829232702
297,4,1128579,4010212912461144
236,32,3394229,4009569837725595
1068,0,133481,4009815015076685
398,0,37680,3978982250466234
378,4,143870,4009795176253918
1224,0,66043,3834817298827483
406,18,4237,3840583305319068
112,2,1308,3440987517286161
109,4,2647,3709405697022961
1203,0,12336,3901195535640180
1112,1569,4199372,3985955025467077
187,0,8454,3570705667280984
1889,1,1389364,4008692459971044
1966,0,10419,3932560587302736
995,0,5644,3700714483164624
286,0,3037,3646399286058846
563,5,126303,4010108616279289
331,0,1551,3608727867581817
289,4,16623,4001507755460364
297,575,1128579,4010227890779390
557,0,2180,3936414422580348
737,201,25991659,3689905869310094
315,1,444675,4007275889082655
662,1,328939,3950775951035677
905,1,110578,4010167647705410
1393,8,155895,4010144419354202
356,0,56789,3715263587476616
639,23,454308,4005127499006314
563,7,126303,4009819909953303
967,3,17273,3749025670964325
1982,0,97460,4006189233312568
607,2,8418,3584837460211945
713,0,195998,4010090489028352
38,0,16536,3861208602421299
173,0,7612,4006137961261423
158,0,122062,4010133287608676
1433,0,13364,4010182772466452
190,1,5731,3598854740185835
653,0,627911,3689912480443121
173,0,7612,4005075208794179
452,0,11117,4001580241949488
207,0,1618,3379937157542621
1872,8,1223928,4009773646975193
991,4,10335,3792812568814422
1882,0,53365,3890656852277280
34,4,222676,4009498064483095
521,977,3899143,4007053363676211
240,5,52707,4009748506548613
126,0,11140,3819224512278951
384,1,131245,3867431799742030
243,1,10115,3613012659328201
315,3,444675,4010133653009489
351,0,5434,3879734213483796
720,2,2004794,4009808942141647
272,0,21395,4005948953616385
967,11,17273,3728308028153665
173,0,591,3506841646230991
144,0,320,3445576828220663
918,0,205956,4009601282319859
731,0,143993,3954125412261021
329,0,1430890,3930640942592616
1291,0,5525,3677197493734130
133,0,4348,3848916498262432
774,0,23754847,3885557387788225
211,1,283254,4009108706969963
2014,42,67026,4009503797810602
571,0,173584,3927573547862480
969,2,243057,3974431779201990
637,2,341119,3685432862587813
243,0,10115,3609031199609115
710,2,757511,4009892073254431
967,296,2165867,4009899496783748
321,2,224057,4010116359614456
494,714,12285289,3963865127459081
286,0,3037,3713338473683371
117,2,1850,3826488501443543
467,0,75930,3998165143253369
519,6,3131831,4010240997150226
768,0,4999,3985502032063314
37,1,148246,4009877804423425
352,1,817,3816251870771982
378,1,258684,4009068492501231
299,2,3254,4009164969412382
212,1,4170,3601037996872048
1889,0,1389364,4009109126295942
236,1,4471,3575010469585174
740,1,2513678,4010133534609480
1053,1,87070,3995016977722997
894,3,237685,3949978357019426
1311,14,3944,3532524191989455
52,0,8265,3769323397025271
452,0,11117,3999638178087291
493,0,2653,3968794789268280
74,0,1557007,3598542780648379
755,80,23513576,4002964652096460
1628,6,113230,4009079456680701
306,1,263201,3997101417103928
693,0,7745,3979073137531337
623,1,1035,3413066492461730
575,0,5731,4009108917174044
1977,2,113147,3933296712975995
190,1,5731,3608944495270168
652,4,2008438,4009942392135560
657,0,7728,3844127663655035
1639,5,207521,4006587427106650
1954,13,8479186,4009916177915810
599,0,1642006,3962748528961055
411,0,27934,3898706821018600
378,0,143870,4010161003565745
1251,0,740659,4010233191817957
346,0,1689418,4010246898702570
375,0,4696,4002235019571828
579,2,157010,4010145157388485
1676,1,59569,3791336312191565
148,28,3070892,4009378154081399
170,1,91638,4008681315755695
55,1,3962,3691994213386786
270,2,86455,3999291519290417
306,16,263201,4007217827082119
613,0,12088,3850093666723408
31,16,31,3951901835863070
1069,2,15169,3633250985191182
1026,145,23924282,4001604841331523
378,0,3621,3684717150625391
467,0,4559,4010260103161572
116,0,167181,4008688488893775
42,0,4935,4010205257701747
826,0,32504,4009144794632928
126,0,11140,3916014200874092
477,9,86507,3967684029038300
378,0,3621,3682163096358257
356,0,1764842,4009500618859854
530,1,459102,4009752671203007
1058,1,277201,4009772573752967
357,1,14898,3978019691242676
1378,0,6515,3918450088792945
234,0,7800,3610090567054555
2002,12,30814,3841641918028157
378,0,143870,4009780387094119
391,0,59847,3803553103915730
3924,1365,13414350,4008331334550406
105,14,1433874,3993486602743992
894,1,237685,3948633902164915
2076,4,2796274,4010126220174099
29,0,2306,3667397640826996
384,3,131245,3878278802267958
687,4,1648466,4009922145990796
451,443,6324351,3989600734574249
221,4,352029,3988818895577736
592,7,192067,3524212205258971
159,0,4565,4008688731932368
1882,0,53365,3889977110688521
862,57,141264,4009789102523592
620,0,88404,4008322233597315
931,0,6206,4007606987224374
129,0,3435,3697807573429702
1334,0,15221,3787064258377182
391,4,59847,3810837129420901
154,0,3325,3552900967669570
285,55,2435,4009973111755205
629,0,50808806,3849143019422793
67,1,214097,3655347014890348
38,0,16536,3885541512813941
375,0,4696,4009523830188439
854,1,329350,3949005580490613
246,4,557,3938249364107495
362,0,2833,3948177797128673
931,105,302549,3568149192071138
357,0,1590,3610096250887317
1101,804,3643076,3950754781531718
425,0,20310,3815883053156031
144,0,73334,4009763337515042
1889,1,1389364,4009109650770953
129,0,132938,3898700788790596
692,0,397736,4004818131137692
370,0,25719,3735896811613349
1365,198,2039890,4009968887676139
1224,0,66043,3859076805258702
5000,601,33047740,4006119598306218
180,1,8168,3593154835547813
1660,0,28591,3521757912824632
156,0,29018,4009893897402237
371,10,88103,3953685808051863
471,0,2010,3730077424278811
37,0,55804,4010119962637632
800,4,417612,4009728047245841
260,0,36012,3933813145072177
874,10,1005204,4009904782345439
207,0,71863,3997399255593392
454,0,9030,4009763765127129
1234,0,337163,4009493769984762
1234,0,337163,4008771175446831
60,0,19064,3997066348483784
1054,4,2033504,4010154317911214
270,5,86455,3999229586621319
117,1,2574843,4006273089514650
1935,0,1385270,4010329480454857
620,0,28060,3986650474868230
560,1,52869,3733985962092558
883,3,136432,4010298375051365
225,0,556,3983363645399675
799,3,3340,4006495508585695
158,5,200889,3896019110428106
277,0,1297,3760442180629845
519,0,4513,3788407127903229
817,2,1692,3519113663800633
398,1,37680,3973588710978316
184,0,20918,3945350413180498
866,0,79943,4008698315900129
170,0,91638,4006869322202567
193,615,1153506,4006110027062965
260,0,36012,3926497440245057
518,8,10718,4000531405584896
569,0,11107,4008850107976180
169,0,27672,4004104965072914
608,26,4839332,3640687712566396
332,0,9112,4008670959927505
1276,0,191762,4001058919283126
1275,2,167082,4009959894552924
50,0,4897,4004397786973194
1640,8,132322,3988364174688094
60,0,19064,3989529129675266
190,9,443,3726204500856351
376,0,819023,4009070790545171
109,0,2647,3671396444275021
930,2,268912,4008755907677383
598,629,7559282,4010120905555388
1889,0,1389364,4009110082902633
348,610,2622,3954742096325335
240,3,52707,4010141088512009
52,0,79170,3507842336468074
221,9,352029,3999295240292580
214,0,35426,4009744979151903
371,5,2682,3874700767425183
408,0,87654,3991364742113800
272,0,18366,4009785089387518
888,1564,227542,4007046477058790
384,1,1607,3503487411794038
713,2,195999,4008648239894164
423,0,27377,3790497632204866
240,4,52707,4009537110004512
969,24,243057,3975862800185506
329,45,483972,3991070427111829
950,27,1122624,4010135355909084
149,2,4377,3659082453658148
147,3,1006,3451890950377429
1766,0,4090,3828039064619409
1371,2,206000,4009908880267238
693,2,1474052,3782587199345315
854,0,329350,3948989348524619
1676,0,59569,3789410342330958
180,1,9015,3831068837055324
854,3,329350,3956207397662302
316,0,88266,4009765476308414
333,0,102848,4009116370641435
113,0,35716,3997077577110348
270,2,86455,3992913987817048
796,0,1687608,4010224857886063
315,2,444675,4009054571413414
608,266,3696541,3548047500069423
629,0,125892,3982294265898738
1145,1,135173,4010236622551442
356,1,85152,4009966740325268
580,1,405589,4010294190205724
999,0,13884,3524180861484432
517,17,101716,3648237431241371
718,1,98305,4009512434126356
3,0,21520,3602160350760952
2177,8,164041,3971789216242037
2002,11,30814,3868076099779158
687,5,786840,3986232469761264
201,3,2318,3714881410737465
225,0,556,3953176787520476
575,0,5731,4009110648672854
133,0,7365,3344092806116170
220,9,177632,4008666376596269
589,2,8597,3876550867318696
966,5,6076,3806105409377048
106,0,1030,3592653020915064
579,1259,9530525,4003455498063791
830,9,57933,3802551981662888
1058,3,277201,4008767563321324
683,9,550368,4009541139826302
454,0,9030,4008389698816727
281,0,19177,3999809562714390
133,3,7365,3345534958757559
145,1,36,4007956401764236
211,1,283254,4007240757786551
125,0,3201,3999611171805834
796,0,2127658,4010111707391411
329,7,188954,3748831856422636
1727,0,2229,3946457163657227
1558,1,468662,4005537601834584
77,18,69004,3887351153247665
1584,106,36757,4006320858124482
620,0,28060,3986651569534580
106,0,1030,3593474563594489
856,0,63741,4004319151967886
5000,134,33066220,3639931765064555
372,4,561,3523561585615867
321,6,224057,4009747889639162
423,0,27377,3826048011759300
477,3,86507,3973573926357204
936,1,50977,3975690930094645
197,3,17284,4007310830943268
519,71,3131831,4010248043452390
81,1227,1315,3965681765044744
513,0,48153,3875725414878088
969,0,243057,3971153397389683
207,0,1618,3378119031538580
2450,1386,5901597,4010299634366570
1402,19,2217731,4010275486878489
418,0,4835678,4010269434809235
902,1,552844,4009740491344283
1341,3,8476,4009873710323608
451,1,1559,4004283630091327
570,293,11281069,4010252507236775
608,0,34609,3750397497670172
33,75,1551166,3657549280248027
855,8,399673,3684342574007264
243,1,10115,3601378553548506
477,0,33442,4006978970316400
319,0,4891,3684720346804061
1159,10,3679144,4009125743980235
76,1,9015,3544115973318476
468,0,10836,4010277102533899
629,549,50809335,3904737294578614
477,10,86507,3964461792242157
329,2,483971,3988526540053397
111,5,2256,3515113263074833
692,0,397736,4006279724851614
571,1,173584,3956128046500099
377,0,228245,4009144283245488
433,0,110148,4009410228043316
1833,16,331659,4009187304760099
848,0,13480,3754631676845991
866,0,79943,4010156112655351
1145,0,135177,4010124530400857
1171,3,88913,3998015880925154
662,0,328939,3937709321787229
248,4,2459,3461922689532272
700,0,6007,3641653179369977
1639,7,207521,4005055105238152
1074,2,60528,4008697715533858
98,0,5393,3681817150022251
1131,7,255804,4009912583224216
693,0,7745,3996845162071479
1886,0,236239,4006876674441456
455,480,9119263,3844132273489927
607,0,56842,4007245358398526
348,16,1470740,4010086982739144
1010,10,2332496,4002593350877667
1125,0,318140,4010119195299290
228,0,10033,3613683706486105
862,29,141264,4007290719501000
126,0,11140,3878338538458055
448,2,512772,4010222047846307
35,0,9016,3591288773321266
